text,label,title,URL,starting_time
Get on the ground! Everyone get on the ground!,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,02:36
"Keep your head down Kace, keep your head down",Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,02:57
"Allie, I love you. I love you so much",Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,03:59
Get out of here we're under attack,Group,9/11 Stories: Michael Barasch,https://youtu.be/ak5b9AHQMcM,02:21
Let's all get out,Group,9/11 Stories: NYPD Eric Romero,https://youtu.be/ghims02jP_Q,02:35
I have to go out of here. I'm pregnant and I want to make sure that I'm safe and the baby's safe,Personal,9/11 Stories: NYPD Eric Romero,https://youtu.be/ghims02jP_Q,06:08
What do I do now?,Group,9/11 Stories: NYPD Eric Romero,https://youtu.be/ghims02jP_Q,07:32
We have help in here!,Group,9/11 Stories: NYPD Eric Romero,https://youtu.be/ghims02jP_Q,09:25
I can't leave until all of you leave,Group,"Mr. Joe Dittmar, 9/11 Survivor",https://youtu.be/JFn_aeFD6A8,19:53
I'm getting heck out of here,Personal,"Mr. Joe Dittmar, 9/11 Survivor",https://youtu.be/JFn_aeFD6A8,27.31
I love you too! We're gonna get out of this.,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,03:38
"Kace, she's bleeding, she's bleeding! Her head, she's bleeding!",No_Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,03:47
When is this gonna stop?,No_Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,05:10
How have they not found this person?,No_Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,05:12
This has been going on for so long,No_Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,05:14
We need to go,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,05:56
You need to do this... you have to do this...,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,06:13
Pull your legs in and keep them as close to you as you can.  You need to protect your vital organs.,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,06:58
Don't. We don't have time for that,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,07:15
"No, I need to to text and call my family, and let them know what's going on. And say goodbye, say that I love them.",Personal,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,07:17
Allie and I are in the middle of a mass shooting. People around us are dead and dying.,No_Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,07:38
"Right now we're under the stage, and we feel safer than we did five minutes ago.",Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,07:51
We need to evacuate. We need to leave,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,10:02
I knew we shouldn't have done that. We should've stayed in there.,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,10:39
I'm not feeling well,Personal,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,11:38
"We need to run! You're running. We got this, you got this.",Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,11:45
It would be best for us not to go where they're leading everyone to go,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,12:37
Can we just stay here? We're in a place where I finally feel kind of safe,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,16:26
"No, we need to do this. She's right here. We just need to run.",Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,16:34
If you go and die that's on you. This door is not getting opened again.,No_Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,16:42
We made it out. We survived,Group,I Survived The Vegas Music Festival Shooting,https://www.youtube.com/watch?v=w_XMVuQ8M6c,17:11
Get books to shield our heads!,Group,Florida School Shooting Survivor: I Hid Beneath A Dead Body | Megyn Kelly TODAY,https://www.youtube.com/watch?v=0fOhWk8cFPw,03:51
I'm not putting my hands in the air and getting behind this filling cabinet unless I know for a fact it's not him.,Personal,Florida School Shooting Survivor: I Hid Beneath A Dead Body | Megyn Kelly TODAY,https://www.youtube.com/watch?v=0fOhWk8cFPw,04:30
I am gonna leave,Personal,"Mr. Joe Dittmar, 9/11 Survivor",https://youtu.be/JFn_aeFD6A8,27.37
I am gonna save my friend,Group,"Mr. Joe Dittmar, 9/11 Survivor",https://youtu.be/JFn_aeFD6A8,37.37
"Stan, get out. Get out for what? Stan, we don't have the time. Please, Stan. Please, get out",Group,"""Plane coming towards me""",https://youtu.be/IrvyAZ_mlaI,01:34
"Go, Stan. Go, go, go",Group,"""Plane coming towards me""",https://youtu.be/IrvyAZ_mlaI,01:27
"Lord, I do not want to die. Please send somebody, anybody to help me. ",Personal,"""Plane coming towards me""",https://youtu.be/IrvyAZ_mlaI,02:47
Bang on the wall! I'll know where you are!,Group,"""Plane coming towards me""",https://youtu.be/IrvyAZ_mlaI,03:24
You have to think about your family. Got to do it.,Group,"""Plane coming towards me""",https://youtu.be/IrvyAZ_mlaI,03:38
Bite it out. Try again. Can do it. Is it attached to a piece of wood? Yes. The nail is going to come off. Try again. I'll catch you on the other side. ,Group,"""Plane coming towards me""",https://youtu.be/IrvyAZ_mlaI,03:55
